ENTIDAD,MUNICIPIO,POBTOT,POB_AFRO,POB_AFRO_F,POB_AFRO_M
23,10,2156,12,6,6
23,10,1542,8,2,6
23,10,5101,97,50,47
23,10,1475,28,16,12
23,10,2074,51,29,22
23,10,3372,13,6,7
23,10,2083,9,4,5
23,7,1978,52,23,29
23,7,894,4,1,3
23,7,1044,6,3,3
23,7,2644,68,29,39
23,7,1509,4,3,1
23,7,2322,2,0,2
23,7,1076,3,1,2
23,7,1537,16,8,8
23,7,1789,92,40,52
23,7,2174,71,31,40
23,7,2581,30,16,14
23,7,1069,1,1,0
23,7,1965,16,10,6
23,7,3127,35,14,21
23,7,2036,5,2,3
23,7,2695,96,45,51
23,7,1892,62,26,36
23,7,2061,67,35,32
23,7,11668,338,174,164
23,7,3243,155,80,75
23,7,939,4,0,4
23,7,1533,22,16,6
23,7,1176,23,16,7
23,7,1679,13,6,7
23,7,135,0,0,0
23,7,722,23,11,12
23,7,1706,38,18,20
23,7,1558,32,16,16
23,7,2008,56,30,26
23,7,2095,126,53,73
23,7,1057,17,8,9
23,7,1817,14,6,8
23,7,278,4,0,4
23,7,770,13,6,7
23,7,171,0,0,0
23,7,245,1,1,0
23,7,1213,32,14,18
23,7,373,1,0,1
23,7,1099,1,1,0
23,7,0,0,0,0
23,1,2788,34,13,21
23,1,2429,14,7,7
23,1,1105,5,2,3
23,1,1347,24,13,11
23,1,1017,21,11,10
23,1,1116,33,12,21
23,1,1604,12,4,8
23,1,1148,18,7,11
23,1,936,4,1,3
23,1,1214,18,10,8
23,1,480,0,0,0
23,1,574,0,0,0
23,1,849,11,4,7
23,1,612,0,0,0
23,1,794,10,5,5
23,1,776,6,4,2
23,1,504,1,1,0
23,1,558,17,10,7
23,1,591,2,0,2
23,1,632,0,0,0
23,1,837,21,8,13
23,1,2764,15,8,7
23,1,2031,120,55,65
23,1,2466,101,46,55
23,1,1183,2,0,2
23,1,1279,24,9,15
23,1,1415,35,17,18
23,1,1309,14,10,4
23,1,1161,5,1,4
23,1,1274,15,5,10
23,1,1547,7,5,2
23,1,924,21,12,9
23,1,1148,41,20,21
23,1,1190,9,2,7
23,1,1147,11,4,7
23,1,904,11,5,6
23,1,977,5,3,2
23,1,800,2,1,1
23,1,775,2,1,1
23,1,921,1,0,1
23,1,4030,19,6,13
23,1,2371,10,3,7
23,1,1104,3,2,1
23,1,635,40,20,20
23,1,671,42,20,22
23,1,2372,12,8,4
23,1,4656,48,26,22
23,1,869,6,2,4
23,1,1346,2,0,2
23,1,744,11,7,4
23,1,1543,12,7,5
23,1,1298,2,1,1
23,1,1424,3,2,1
23,1,1041,6,1,5
23,1,940,16,4,12
23,1,732,3,2,1
23,1,1056,1,0,1
23,1,467,1,1,0
23,1,3518,137,69,68
23,1,2885,24,13,11
23,1,1989,38,12,26
23,1,1252,7,4,3
23,1,525,4,4,0
23,1,834,11,6,5
23,1,1519,4,2,2
23,1,338,17,8,9
23,1,1351,16,9,7
23,1,592,0,0,0
23,1,888,3,2,1
23,1,1621,17,7,10
23,1,1954,62,32,30
23,1,935,23,10,13
23,1,743,3,2,1
23,1,1146,48,24,24
23,1,721,6,1,5
23,1,964,17,6,11
23,1,1104,7,3,4
23,1,710,35,9,26
23,1,1141,25,10,15
23,1,1276,21,12,9
23,1,747,8,5,3
23,1,1275,28,10,18
23,1,919,13,10,3
23,1,2005,39,18,21
23,1,2942,77,39,38
23,1,1595,21,10,11
23,1,1845,13,10,3
23,1,1554,18,9,9
23,1,580,6,2,4
23,1,829,7,4,3
23,1,855,5,1,4
23,1,893,10,8,2
23,1,860,12,4,8
23,1,835,6,2,4
23,1,953,2,0,2
23,1,849,3,1,2
23,1,1156,9,3,6
23,1,822,61,32,29
23,1,927,64,24,40
23,1,1249,58,27,31
23,1,871,5,2,3
23,1,853,1,1,0
23,1,683,2,2,0
23,1,587,4,2,2
23,1,977,1,0,1
23,1,701,6,4,2
23,1,1111,0,0,0
23,1,1215,6,5,1
23,1,876,43,21,22
23,1,934,231,112,119
23,1,876,126,67,59
23,1,972,4,2,2
23,1,1057,2,1,1
23,1,996,14,5,9
23,1,930,6,3,3
23,1,861,4,2,2
23,1,1025,28,21,7
23,1,978,20,7,13
23,1,1034,12,10,2
23,1,1204,35,16,19
23,1,664,40,24,16
23,1,944,7,3,4
23,1,576,9,2,7
23,1,823,3,0,3
23,1,736,3,0,3
23,1,740,27,13,14
23,1,2430,190,100,90
23,1,658,14,5,9
23,1,406,10,4,6
23,1,406,17,8,9
23,1,375,44,21,23
23,1,194,50,23,27
23,1,2196,56,28,28
23,1,302,7,3,4
23,1,297,4,1,3
23,1,299,43,21,22
23,1,501,21,9,12
23,1,394,3,1,2
23,1,16546,447,203,244
23,1,2714,71,32,39
23,1,547,24,14,10
23,1,534,32,20,12
23,1,502,18,7,11
23,1,924,16,3,13
23,1,500,6,4,2
23,1,1321,60,21,39
23,1,887,10,5,5
23,1,481,9,5,4
23,1,874,54,30,24
23,1,438,12,4,8
23,1,1608,2,0,2
23,1,909,31,12,19
23,1,697,95,48,47
23,1,936,20,13,7
23,1,818,6,2,4
23,1,722,36,20,16
23,1,1016,34,15,19
23,1,689,53,24,29
23,1,948,19,10,9
23,1,1066,5,2,3
23,1,707,9,6,3
23,1,780,21,11,10
23,1,828,7,4,3
23,1,727,0,0,0
23,1,786,2,1,1
23,1,1055,4,2,2
23,1,2431,18,9,9
23,1,1344,30,17,13
23,1,953,30,16,14
23,1,1082,8,5,3
23,1,1165,65,32,33
23,1,586,2,1,1
23,1,886,8,6,2
23,1,22640,653,318,335
23,1,2915,59,24,35
23,1,2178,49,20,29
23,1,4464,72,28,44
23,1,1581,32,16,16
23,1,5507,19,8,11
23,1,16029,214,103,111
23,1,3200,22,13,9
23,1,2790,83,46,37
23,1,2212,25,13,12
23,1,505,3,2,1
23,1,403,0,0,0
23,1,1656,3,0,3
23,1,1824,39,21,18
23,1,4571,52,32,20
23,1,1814,7,5,2
23,1,759,29,19,10
23,1,576,13,9,4
23,1,733,7,4,3
23,1,816,44,23,21
23,1,552,15,10,5
23,1,735,25,11,14
23,1,667,13,5,8
23,1,1387,80,43,37
23,1,822,31,20,11
23,1,797,12,6,6
23,1,984,11,7,4
23,1,1624,21,10,11
23,1,719,12,5,7
23,1,1025,45,24,21
23,1,604,15,8,7
23,1,647,48,21,27
23,1,1236,70,33,37
23,1,685,17,7,10
23,1,1171,69,31,38
23,1,882,27,14,13
23,1,1331,89,47,42
23,1,1253,101,50,51
23,1,2205,70,35,35
23,1,882,56,28,28
23,1,629,28,18,10
23,1,2177,64,29,35
23,8,2539,26,17,9
23,8,1602,29,12,17
23,8,1096,2,1,1
23,8,926,7,2,5
23,8,1859,107,53,54
23,8,1932,34,14,20
23,8,2162,28,13,15
23,8,3929,20,10,10
23,8,1275,5,1,4
23,8,950,7,3,4
23,8,1389,1067,514,553
23,8,1244,152,72,80
23,8,5347,270,128,142
23,8,10037,601,299,302
23,8,1863,8,3,5
23,8,1633,4,2,2
23,8,734,0,0,0
23,8,924,39,15,24
23,8,944,13,5,8
23,8,1068,2,0,2
23,8,793,4,2,2
23,8,1034,46,18,28
23,8,358,9,3,6
23,8,1086,13,2,11
23,8,1102,2,1,1
23,8,1043,3,0,3
23,8,4608,215,96,119
23,8,1733,255,124,131
23,8,1327,36,19,17
23,8,1098,9,2,7
23,8,1808,23,11,12
23,8,556,107,55,52
23,8,1005,362,200,162
23,8,1334,38,18,20
23,8,3877,141,69,72
23,8,1338,66,30,36
23,8,1024,23,13,10
23,8,1025,18,8,10
23,8,263,18,9,9
23,8,1685,143,77,66
23,8,1335,27,13,14
23,8,2993,57,30,27
23,8,1083,8,4,4
23,8,1227,9,3,6
23,8,1608,138,71,67
23,8,1056,46,16,30
23,8,1609,63,32,31
23,8,1525,54,29,25
23,8,541,3,1,2
23,8,1329,25,12,13
23,8,1330,463,218,245
23,8,625,141,65,76
23,8,1448,215,104,111
23,8,1048,136,69,67
23,8,1322,19,5,14
23,8,457,0,0,0
23,8,771,1,1,0
23,8,1637,22,10,12
23,8,617,12,4,8
23,8,1135,14,5,9
23,8,705,17,5,12
23,8,1780,38,12,26
23,8,807,32,15,17
23,8,1209,27,11,16
23,8,512,6,2,4
23,8,1368,34,16,18
23,8,2079,86,50,36
23,8,224,3,1,2
23,8,1318,17,6,11
23,8,888,14,3,11
23,8,282,4,3,1
23,8,437,4,2,2
23,8,293,0,0,0
23,8,411,3,2,1
23,8,3747,15,8,7
23,8,497,8,4,4
23,8,467,6,2,4
23,8,159,1,1,0
23,8,919,9,3,6
23,8,279,6,3,3
23,8,1786,53,28,25
23,8,791,83,33,50
23,8,941,0,0,0
23,8,420,13,6,7
23,8,723,290,137,153
23,8,1308,74,29,45
23,8,539,42,19,23
23,8,705,80,38,42
23,8,351,4,3,1
23,8,515,1,0,1
23,8,932,38,18,20
23,8,2564,65,38,27
23,8,222,9,2,7
23,8,154,2,1,1
23,8,249,5,3,2
23,8,1687,6,4,2
23,8,970,14,9,5
23,8,1384,30,17,13
23,8,6800,102,40,62
23,8,2456,53,28,25
23,8,12909,229,104,125
23,8,2475,12,5,7
23,8,1634,43,12,31
23,8,1227,11,4,7
23,8,816,22,9,13
23,8,2635,20,7,13
23,8,1063,22,11,11
23,7,8488,249,117,132
23,7,851,12,5,7
23,7,1263,23,10,13
23,7,893,19,11,8
23,7,886,15,4,11
23,7,1086,21,12,9
23,7,1252,41,24,17
23,7,1094,19,10,9
23,7,2289,112,63,49
23,7,1098,42,20,22
23,7,1148,11,9,2
23,7,1051,21,10,11
23,7,1210,25,6,19
23,7,816,8,3,5
23,7,780,11,3,8
23,7,1353,906,462,444
23,7,921,50,25,25
23,7,1195,12,6,6
23,7,2505,54,28,26
23,7,9907,341,161,180
23,7,1105,43,19,24
23,7,873,10,5,5
23,7,1289,56,32,24
23,7,1080,47,27,20
23,7,1022,41,23,18
23,7,1051,20,8,12
23,7,992,48,25,23
23,7,1338,35,18,17
23,7,534,22,12,10
23,7,1257,2,0,2
23,7,1262,107,55,52
23,7,851,45,26,19
23,7,998,10,4,6
23,7,716,3,0,3
23,7,787,7,3,4
23,7,636,27,7,20
23,1,2695,61,30,31
23,1,2427,18,13,5
23,1,1914,15,7,8
23,1,1968,34,16,18
23,1,1659,64,29,35
23,1,2116,22,9,13
23,1,1643,105,48,57
23,1,1951,18,11,7
23,1,1210,116,58,58
23,1,1421,46,23,23
23,1,1026,183,83,100
23,1,2600,32,13,19
23,1,1103,36,15,21
23,1,1050,52,20,32
23,1,1408,9,4,5
23,1,13785,260,120,140
23,1,876,18,9,9
23,1,1658,56,25,31
23,1,999,5,3,2
23,1,1343,40,15,25
23,1,795,13,6,7
23,1,1054,56,27,29
23,1,1059,6,1,5
23,1,665,9,4,5
23,1,692,15,6,9
23,1,755,2,0,2
23,1,924,3,0,3
23,1,513,20,11,9
23,1,2507,26,11,15
23,1,627,2,2,0
23,1,1014,2,0,2
23,1,1267,9,3,6
23,1,691,11,6,5
23,1,734,15,7,8
23,1,1025,7,2,5
23,1,1612,10,2,8
23,1,1927,35,21,14
23,1,1813,24,16,8
23,1,2183,120,58,62
23,1,2158,20,6,14
23,1,1885,2,2,0
23,1,4493,51,24,27
23,1,1315,5,0,5
23,1,1417,19,6,13
23,1,1481,5,2,3
23,1,911,10,5,5
23,1,2268,39,19,20
23,1,827,13,3,10
23,1,858,24,11,13
23,1,1187,15,11,4
23,1,1907,40,16,24
23,1,1237,16,7,9
23,1,1929,35,16,19
23,1,1022,3,1,2
23,1,879,17,6,11
23,1,2226,80,42,38
23,1,1213,20,9,11
23,1,1352,6,2,4
23,1,138,4,1,3
23,1,1113,22,9,13
23,1,376,14,6,8
23,1,775,47,24,23
23,1,587,26,15,11
23,8,33016,574,291,283
23,8,7148,378,194,184
23,8,1972,20,7,13
23,8,1344,7,3,4
23,8,1630,7,1,6
23,8,1567,9,3,6
23,8,2033,67,40,27
23,8,1181,4,1,3
23,8,1994,53,25,28
23,8,1373,18,9,9
23,8,1146,14,9,5
23,8,1057,8,4,4
23,8,924,14,7,7
23,8,5050,43,23,20
23,8,1667,60,29,31
23,8,1329,34,20,14
23,8,1592,10,3,7
23,8,2449,14,5,9
23,8,90,0,0,0
23,8,126,2,1,1
23,8,40,0,0,0
23,8,415,4,1,3
23,8,10,0,0,0
23,8,68,3,2,1
23,8,398,2,2,0
23,8,129,1,0,1
23,8,67,0,0,0
23,8,201,0,0,0
23,8,159,0,0,0
23,8,197,2,0,2
23,8,207,2,1,1
23,8,328,4,3,1
23,8,79,0,0,0
23,8,317,2,1,1
23,8,378,6,2,4
23,8,53,1,0,1
23,8,301,4,1,3
23,8,449,3,2,1
23,8,246,37,22,15
23,8,395,10,5,5
23,8,417,1,1,0
23,8,209,27,9,18
23,8,333,150,65,85
23,8,285,0,0,0
23,8,403,14,8,6
23,8,435,0,0,0
23,8,212,0,0,0
23,8,132,2,1,1
23,9,4623,112,51,61
23,9,6226,566,263,303
23,9,501,3,3,0
23,9,1686,36,19,17
23,9,424,1,1,0
23,9,926,39,16,23
23,9,389,2,2,0
23,9,399,36,16,20
23,9,792,10,4,6
23,9,210,2,0,2
23,9,616,87,45,42
23,9,436,57,29,28
23,9,226,5,2,3
23,9,1019,31,15,16
23,9,314,5,2,3
23,9,62,1,1,0
23,9,523,3,1,2
23,9,290,72,23,49
23,9,83,0,0,0
23,9,352,47,21,26
23,9,293,0,0,0
23,9,199,6,2,4
23,9,217,4,3,1
23,9,368,1,0,1
23,9,224,10,3,7
23,9,4521,34,15,19
23,9,690,13,9,4
23,9,505,3,2,1
23,9,459,14,7,7
23,9,375,16,6,10
23,9,374,0,0,0
23,9,250,6,2,4
23,9,647,0,0,0
23,9,507,0,0,0
23,9,727,4,1,3
23,9,865,15,6,9
23,9,3217,31,10,21
23,1,4381,159,71,88
23,11,852,37,17,20
23,11,0,0,0,0
23,11,13,0,0,0
23,6,135,4,1,3
23,8,1453,4,0,4
23,8,5940,90,39,51
23,8,2867,25,11,14
23,8,3660,73,28,45
23,8,3082,9,3,6
23,8,11227,296,154,142
23,8,4292,27,9,18
23,8,1900,28,17,11
23,8,3963,61,26,35
23,8,1312,40,22,18
23,8,4064,46,26,20
23,8,3771,70,45,25
23,8,930,7,3,4
23,8,2708,20,9,11
23,8,1191,9,7,2
23,8,4952,123,64,59
23,8,2398,51,23,28
23,8,986,13,8,5
23,8,2122,70,34,36
23,8,4462,312,146,166
23,8,2053,24,8,16
23,8,2078,10,2,8
23,8,3154,26,9,17
23,8,2766,102,46,56
23,8,2973,47,23,24
23,8,1637,81,38,43
23,8,447,3,2,1
23,8,1278,70,37,33
23,8,4099,121,61,60
23,1,2707,21,6,15
23,1,1402,0,0,0
23,1,1659,29,12,17
23,1,1073,1,1,0
23,1,3330,78,31,47
23,1,2171,9,2,7
23,1,3278,125,59,66
23,1,1069,1,0,1
23,1,1011,2,1,1
23,1,934,8,3,5
23,1,1915,16,10,6
23,1,3117,33,11,22
23,1,1005,2,2,0
23,1,4150,43,25,18
23,1,2010,50,20,30
23,1,1692,9,3,6
23,1,3678,149,68,81
23,1,1916,35,19,16
23,1,2994,70,31,39
23,1,7790,440,215,225
23,1,1708,37,16,21
23,1,4021,46,20,26
23,1,6784,139,68,71
23,1,4372,137,71,66
23,1,2872,44,21,23
23,1,2706,116,53,63
23,1,2088,49,25,24
23,1,3665,22,11,11
23,1,6247,187,95,92
23,1,6606,66,27,39
23,1,6793,143,66,77
23,1,940,15,9,6
23,1,2471,285,150,135
23,1,4211,370,178,192
23,1,2891,90,39,51
23,1,4910,38,13,25
23,1,2380,25,13,12
23,1,4420,30,16,14
23,1,2214,35,21,14
23,1,3254,53,21,32
23,1,2292,6,3,3
23,1,1922,20,10,10
23,1,1076,10,6,4
23,1,3546,50,24,26
23,1,2777,33,16,17
23,1,2688,46,21,25
23,1,1789,71,38,33
23,1,1101,22,9,13
23,1,1967,80,42,38
23,1,1428,58,18,40
23,1,3519,39,15,24
23,1,1091,7,2,5
23,1,2295,160,85,75
23,1,5181,116,49,67
23,1,2671,20,13,7
23,1,4802,77,35,42
23,1,2174,73,30,43
23,1,2482,21,11,10
23,1,4773,57,23,34
23,1,1891,25,11,14
23,1,2370,58,28,30
23,1,2036,61,34,27
23,1,4964,161,71,90
23,1,846,12,7,5
23,1,2238,30,17,13
23,9,2241,27,12,15
23,9,961,43,26,17
23,10,1156,0,0,0
23,10,3057,4,2,2
23,10,873,61,23,38
23,10,1084,156,73,83
24,1,1953,22,12,10
24,1,3131,98,54,44
24,1,317,0,0,0
24,1,493,1,1,0
24,1,290,1,0,1
24,1,1538,22,10,12
24,1,1434,39,22,17
24,1,1986,8,6,2
24,1,398,0,0,0
24,1,186,27,14,13
24,1,1839,160,81,79
24,1,830,1,1,0
24,1,1552,11,7,4
24,1,3265,10,6,4
24,2,344,1,1,0
24,2,230,0,0,0
24,2,599,4,2,2
24,2,136,0,0,0
24,2,345,0,0,0
24,2,274,0,0,0
24,2,259,1,0,1
24,2,172,0,0,0
24,2,585,0,0,0
24,2,334,0,0,0
24,2,133,0,0,0
24,2,1295,2,1,1
24,2,265,3,2,1
24,2,756,0,0,0
24,2,241,0,0,0
24,2,432,0,0,0
24,2,340,0,0,0
24,2,520,0,0,0
24,2,525,0,0,0
24,3,3393,125,65,60
24,3,2185,39,20,19
24,3,1387,15,7,8
24,3,642,1,1,0
24,3,1243,2,1,1
24,3,2036,61,30,31
24,3,294,1,0,1
24,3,2115,317,152,165
24,3,1693,13,7,6
24,3,2502,33,15,18
24,3,2430,65,29,36
24,3,2745,3,1,2
24,3,2954,1,1,0
24,3,1984,3,1,2
24,3,1674,34,19,15
24,3,1869,15,7,8
24,3,735,0,0,0
24,3,2405,196,96,100
24,3,1914,436,218,218
24,3,2843,96,40,56
24,3,1726,31,14,17
24,3,1502,26,10,16
24,3,1591,630,312,318
24,3,1891,25,12,13
24,3,1061,5,2,3
24,3,1406,15,6,9
24,4,237,2,0,2
24,4,84,0,0,0
24,4,216,0,0,0
24,4,916,1,0,1
24,4,440,3,0,3
24,4,536,0,0,0
24,4,269,1,1,0
24,4,593,1,1,0
24,4,226,1,1,0
24,4,188,0,0,0
24,4,74,0,0,0
24,4,239,0,0,0
24,5,1326,1,0,1
24,5,2829,12,8,4
24,5,1482,2,1,1
24,5,1073,16,7,9
24,5,448,2,2,0
24,5,635,0,0,0
24,5,1073,0,0,0
24,5,2169,6,4,2
24,5,1055,3,2,1
24,5,510,6,2,4
24,5,771,2,2,0
24,5,662,2,0,2
24,5,1126,2,0,2
24,5,501,0,0,0
24,5,246,0,0,0
24,5,658,4,2,2
24,5,303,2,1,1
24,5,652,0,0,0
24,5,540,0,0,0
24,5,244,4,2,2
24,6,1588,4,1,3
24,6,191,0,0,0
24,6,505,5,2,3
24,6,355,3,2,1
24,6,469,1,0,1
24,6,359,3,2,1
24,6,1446,17,6,11
24,6,227,0,0,0
24,6,521,1,1,0
24,6,373,4,2,2
24,6,319,0,0,0
24,6,412,0,0,0
24,6,640,0,0,0
24,6,309,0,0,0
24,6,110,1,0,1
24,6,421,3,1,2
24,6,439,1,0,1
24,6,279,0,0,0
24,6,617,9,5,4
24,7,3539,31,18,13
24,7,2968,17,9,8
24,7,2568,17,8,9
24,7,3866,709,364,345
24,7,209,1,0,1
24,7,398,3,1,2
24,7,517,4,3,1
24,7,512,0,0,0
24,7,379,1,0,1
24,7,454,0,0,0
24,7,109,0,0,0
24,7,310,0,0,0
24,7,2010,4,2,2
24,7,257,5,2,3
24,7,450,0,0,0
24,7,514,1,0,1
24,7,909,351,166,185
24,8,1678,7,4,3
24,8,1350,7,4,3
24,8,811,1,0,1
24,8,2059,7,4,3
24,8,1549,0,0,0
24,8,2075,10,7,3
24,8,1480,6,1,5
24,8,2118,3,0,3
24,8,2306,58,21,37
24,8,108,0,0,0
24,8,522,8,4,4
24,8,377,3,1,2
24,8,156,5,3,2
24,8,233,0,0,0
24,8,88,0,0,0
24,8,1243,3,1,2
24,8,275,1,0,1
24,8,479,0,0,0
24,8,407,4,2,2
24,8,689,4,1,3
24,8,79,0,0,0
24,8,283,9,4,5
24,8,237,0,0,0
24,8,494,0,0,0
24,8,152,0,0,0
24,8,601,0,0,0
24,8,63,0,0,0
24,9,300,1,0,1
24,9,253,0,0,0
24,9,166,0,0,0
24,9,177,1,0,1
24,9,3076,8,3,5
24,9,1118,13,5,8
24,10,2198,8,5,3
24,10,1142,11,5,6
24,10,2326,50,28,22
24,10,3204,3,2,1
24,10,1226,1,0,1
24,10,608,0,0,0
24,10,1605,0,0,0
24,57,270,0,0,0
24,10,416,1,0,1
24,10,1538,2,0,2
24,10,367,2,2,0
24,10,906,5,1,4
24,10,895,7,2,5
24,57,1152,1,0,1
24,57,946,20,9,11
24,57,2645,42,23,19
24,57,2052,52,27,25
24,57,1288,9,3,6
24,57,1247,0,0,0
24,57,2090,2,1,1
24,57,3004,5,1,4
24,57,1542,4,3,1
24,57,849,2,2,0
24,10,342,0,0,0
24,10,715,7,2,5
24,10,1723,0,0,0
24,10,512,1,0,1
24,10,293,0,0,0
24,10,2616,3,0,3
24,10,1542,9,4,5
24,57,212,1,1,0
24,57,459,0,0,0
24,57,782,6,4,2
24,10,818,4,4,0
24,10,134,0,0,0
24,10,614,0,0,0
24,10,690,3,1,2
24,10,538,1,1,0
24,10,628,0,0,0
24,57,1249,1,1,0
24,57,333,0,0,0
24,10,688,14,9,5
24,10,372,0,0,0
24,10,393,0,0,0
24,10,1024,11,3,8
24,10,227,0,0,0
24,57,851,6,2,4
24,11,2830,7,4,3
24,11,2022,7,4,3
24,11,4231,53,27,26
24,11,1102,55,30,25
24,11,1397,7,3,4
24,11,6626,137,63,74
24,11,2235,110,42,68
24,11,4828,37,19,18
24,11,2803,4,3,1
24,11,912,13,7,6
24,11,2241,8,4,4
24,11,684,1,1,0
24,11,1479,6,3,3
24,11,1111,1,0,1
24,11,2234,7,5,2
24,11,148,0,0,0
24,11,364,0,0,0
24,11,266,0,0,0
24,11,212,1,0,1
24,11,100,0,0,0
24,11,142,0,0,0
24,11,820,0,0,0
24,11,602,0,0,0
24,11,1729,21,9,12
24,11,386,3,1,2
24,11,656,9,2,7
24,11,1741,1,1,0
24,11,1586,4,3,1
24,11,1358,6,4,2
24,11,553,8,5,3
24,11,301,0,0,0
24,12,1022,17,10,7
24,12,1834,1,1,0
24,12,1266,34,16,18
24,12,649,0,0,0
24,12,749,0,0,0
24,12,2053,1,0,1
24,12,1935,4,2,2
24,12,970,0,0,0
24,12,2678,4,2,2
24,12,2972,2,1,1
24,12,481,1,0,1
24,12,515,4,0,4
24,12,333,1,1,0
24,12,929,3,2,1
24,12,2581,2,1,1
24,13,13319,167,84,83
24,13,3446,4,2,2
24,13,210,4,3,1
24,13,178,6,3,3
24,13,225,0,0,0
24,13,6756,69,38,31
24,13,5700,36,19,17
24,13,5618,79,42,37
24,13,6322,63,34,29
24,13,2331,17,9,8
24,13,930,2,1,1
24,13,5484,64,36,28
24,13,1678,7,2,5
24,13,1818,2,0,2
24,13,2159,2,0,2
24,13,1166,5,2,3
24,13,2753,3,2,1
24,13,1860,4,1,3
24,13,1275,7,3,4
24,13,1177,24,11,13
24,13,1364,2,1,1
24,13,1777,0,0,0
24,13,1140,2,1,1
24,13,4438,36,21,15
24,13,1151,35,17,18
24,13,778,3,0,3
24,13,1396,1,0,1
24,13,1302,0,0,0
24,13,978,0,0,0
24,13,1109,0,0,0
24,13,849,12,7,5
24,13,2782,34,20,14
24,13,2341,17,11,6
24,13,1687,9,5,4
24,13,3956,21,13,8
24,13,521,0,0,0
24,13,415,1,0,1
24,13,443,1,0,1
24,13,1090,2,2,0
24,13,567,0,0,0
24,13,333,1,0,1
24,13,405,6,4,2
24,13,1186,10,4,6
24,13,2174,20,10,10
24,13,2392,89,58,31
24,13,2811,72,37,35
24,13,788,3,2,1
24,13,1688,33,20,13
24,13,276,2,0,2
24,13,125,0,0,0
24,13,2587,57,23,34
24,13,782,7,3,4
24,13,452,15,7,8
24,13,1552,42,20,22
24,13,6498,27,13,14
24,13,712,20,9,11
24,13,1572,15,6,9
24,13,7396,123,70,53
24,13,3383,18,12,6
24,13,4,0,0,0
24,13,2893,119,66,53
24,13,243,1,1,0
24,13,409,4,0,4
24,13,448,1,1,0
24,13,233,0,0,0
24,13,772,13,9,4
24,13,2244,20,11,9
24,13,1814,27,14,13
24,13,376,25,13,12
24,13,752,2,2,0
24,13,386,0,0,0
24,13,477,22,13,9
24,13,1692,407,202,205
24,13,426,2,1,1
24,13,512,0,0,0
24,13,1014,0,0,0
24,13,792,15,7,8
24,13,492,431,191,240
24,13,909,4,3,1
24,13,805,6,2,4
24,13,3932,24,12,12
24,13,1098,1,0,1
24,13,1030,67,34,33
24,13,2161,8,6,2
24,13,2226,20,11,9
24,13,486,1,0,1
24,13,1162,12,7,5
24,13,1227,86,48,38
24,13,1866,2,1,1
24,13,1093,1,0,1
24,13,1843,1,1,0
24,13,742,0,0,0
24,13,1630,1,1,0
24,13,1293,2,1,1
24,13,965,2,1,1
24,13,1811,41,20,21
24,13,529,4,2,2
24,13,325,0,0,0
24,13,1505,1,0,1
24,13,372,5,3,2
24,13,430,1,0,1
24,13,1291,2,0,2
24,13,211,0,0,0
24,13,491,1,1,0
24,13,739,7,2,5
24,14,1217,5,0,5
24,14,1283,3,1,2
24,14,965,7,4,3
24,14,855,1,0,1
24,14,1226,7,0,7
24,14,744,0,0,0
24,14,1285,142,74,68
24,14,1061,1,1,0
24,14,1602,9,7,2
24,14,304,1,0,1
24,14,2231,12,6,6
24,14,982,0,0,0
24,14,1563,13,8,5
24,15,918,2,2,0
24,15,537,22,11,11
24,15,1815,9,2,7
24,15,1769,24,11,13
24,15,1287,5,1,4
24,15,1326,60,36,24
24,15,849,1,1,0
24,15,1009,6,3,3
24,15,4761,83,41,42
24,15,189,1,1,0
24,15,902,9,6,3
24,15,266,2,0,2
24,15,1692,4,2,2
24,15,469,0,0,0
24,15,385,0,0,0
24,15,198,0,0,0
24,15,152,1,1,0
24,15,666,0,0,0
24,15,1160,12,9,3
24,15,881,1,1,0
24,15,516,1,1,0
24,16,1149,7,3,4
24,16,1076,3,0,3
24,16,2570,11,8,3
24,16,1031,11,5,6
24,16,2118,9,5,4
24,16,3408,11,5,6
24,16,1065,7,4,3
24,16,1300,24,14,10
24,16,866,8,4,4
24,16,1024,1,0,1
24,16,854,4,1,3
24,16,847,5,4,1
24,16,1205,5,3,2
24,16,1525,4,3,1
24,16,1112,1,0,1
24,16,254,1,1,0
24,16,879,8,4,4
24,16,882,0,0,0
24,16,1218,1,1,0
24,16,2205,4,2,2
24,16,2231,2,1,1
24,16,1852,7,4,3
24,16,1811,3,1,2
24,16,804,0,0,0
24,16,523,0,0,0
24,16,2308,4,3,1
24,16,1511,1,1,0
24,16,193,2,0,2
24,16,1585,8,4,4
24,16,764,3,2,1
24,16,356,0,0,0
24,16,184,1,1,0
24,17,633,1,0,1
24,17,276,0,0,0
24,17,632,0,0,0
24,17,651,0,0,0
24,17,1691,3,1,2
24,17,362,4,3,1
24,17,1423,15,9,6
24,17,196,0,0,0
24,17,595,3,1,2
24,17,1177,35,18,17
24,17,3009,43,24,19
24,17,968,12,5,7
24,17,914,2,1,1
24,17,1042,8,4,4
24,17,3089,5,2,3
24,17,407,0,0,0
24,17,229,0,0,0
24,17,1062,9,4,5
24,17,174,0,0,0
24,17,620,8,3,5
24,17,1012,3,1,2
24,17,141,1,0,1
24,17,133,0,0,0
24,17,204,0,0,0
24,17,820,26,12,14
24,17,777,6,3,3
24,17,768,0,0,0
24,17,815,4,2,2
24,17,1149,15,7,8
24,17,244,0,0,0
24,18,401,17,9,8
